,usuario,texto;;;
Vcs trabalham no legislativo, mandam no país e além de tudo influênciam nas estratégias Gerais.;;;
"O inimigo é inviSó­vel mas com planejamento é posSó­vel retomar a economia e salvar vidas.""";;;
"20299,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Gordinho gordinho, seu destino é o xadrez. O corona só adiou.""";;;
"20302,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Botafogo, botafogo, filho do pai da mentira, a cara de pau é uma arte, e vc é MT bom nisso, o grande problema é que a maioria da população é ingênua e não alcança a tua maldade, por mais que saibam que vc é um mau caráter, cuidado com o juízo de Deus, o corona Tá aí­..""";;;
"20306,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP FUNDO PARTIDãRIO,  VAI AJUDAR CONTRA O CORONA?";;;
"VÍRUS CHINãŠS????""";;;
"20312,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Negativo Maia você está subindo em palanque como todos, e os mortos que morrem todos os dias virou número de coronavírus, sua ideia é um tremendo medo nacional afundar o Brasil destituir o @jairbolsonaro e viver igual ao ditador Maduro!!!!! A sujeira vindo de vocês dãonojo.""";;;
"20318,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Verdade aprovando  fundo eleitoral pra ser elegeram monopolizando assim as eleições para ser perpétua no poder. Pensa no Brasil ? Coloque a disposição o fundão pilatrão para combater o corona, isso não neh ?""";;;
"20322,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Só pode falar de sensatez quem já abaixou seu salário e tirou as mordomias dos deputados e companhia ilimitada, quem já colocou o fundo eleitoral para o combate do corona. Até agora só vi falar e falar e nada. De todos sem exceção.""";;;
20326,@BolsonaroSP,@RodrigoMaia @BolsonaroSP @RodrigoMaia gostaria se o senhor e seus pares do congresso vá  ter a decência de reduzir os seus salários pela metade e verbas de gabinete TB. E converter todo o fundo eleitoral para o combate ao Corona Virus. Meu emprego já perdi!;;;
"20329,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Me engana, que eu gosto!";;;
Maior piada que li hoje.;;;
Não esqueço que quiseste afanar o dinheiro do povo. aí­ veio o corona e te humilhou. Agora virou esse Santo sem robôs.;;;
;;;
"ğŸ‘€ğŸ‘€""";;;
"20332,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP é sério essa putaria toda ?? Rede orgã¢nica ???? Aaaaaa vai chupar prego vcs dois, fica na politicagem do caralho mas o fundão eleitoral ninguém quer reverter para as medidas contra o coronavírus, o país fdp é esse viu!!!! ğŸ˜¡ğŸ˜¡ğŸ˜¡""";;;
"20338,@BolsonaroSP,""@BolsonaroSP Eduardo vc tem obrigação de alertar que o coronavírus é mais contagioso em lugares muito frios, com temperaturas abaixo de 10 graus , dito isso temos sim que voltar a vida normal e apoiar o presidente""";;;
20340,@BolsonaroSP,@juliokungfu @BolsonaroSP @jairbolsonaro @SF_Moro @lhmandetta Teve no Rio também!! Olha no Google!  Rapaz de 26 anos morto por corona;;;
"20346,@BolsonaroSP,""@BolsonaroSP Calma jovem, calma... Não é hora de fazer sensacionalismo político, ou propaganda, ou sei lá que nome dar a isso... O importante agora é o combate ao coronavírus""";;;
20356,@BolsonaroSP,@BolsonaroSP Você falando que a área medica devia ser 100%  cientÍfica ? EnTá  porque você vive passou os últimos dias descreditando trabalho de vários pesquisadores dizendo que o corona não e nada junto do seu pai?;;;
20369,@BolsonaroSP,@CarlosBolsonaro @JoseMedeirosMT é importante saber e divulgar @jairbolsonaro @CarlosBolsonaro @BolsonaroSP @lhmandetta @Astro_Pontes já se sabe que o coronavírus NãO SOBREVIVE EM TEMPERATURA AMBIENTE ACIMA DE 20 GRAUS CELSIUS por isso o isolamento social apenas é necessário nos meses do INVERNO.;;;
20381,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Quero saber do Fundo Eleitoral e do Fundo Partidário vai liberar para o combate ao coronavírus ou vai ficar na hipocrisia o povo vai cobrar;;;
"20384,@BolsonaroSP,""@Marcelospg29 @RodrigoMaia @BolsonaroSP Bolsonaro Tá ajudando o povo a contrair corona mais rápido pq quanto mais rápido todo mundo contrair o vírus ainda que isso mate muito mais gente, mais rápido saí­mos dessa...Até pq pra vcs só vai morrer uns inválidos mesmo né? Pequeno efeito colateral de sacrifÍCio pro Brasil.""";;;
20386,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Sr Rodrigo Maia o nobre Deputado vai liberar o Fundo Partidário e o Fundo Eleitoral para o combate ao coronavírus ou não vai ficar só na hipocrisia estou aguardando me atualizar sou eleitor;;;
20394,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Gostaria de saber se o fundo eleitoral e fundo partidário serãodisponibilizado para o combate ao coronavírus ou não;;;
"20396,@BolsonaroSP,""@CriseBolsovirus @Leitadas_L0en @BolsonaroSP Tira a palavra """"preSó­dio"""" do seu texto e coloca """"prédio"""", """"condomínio"""" ou """"favela"""".";;;
;;;
"Se você acha que o confinamento dos preSó­dios Só propensos a pegar Corona (com grande risco), você, naturalmente, deveria também ser contra o confinamento de pessoas de bem.""";;;
20397,@BolsonaroSP,@BolsonaroSP Eu simpatizo com qlq q esteja impedindo vcs de fazer uma corona party no Brasil;;;
20401,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Oh Botafogo da odebrecht! Tua batata vai assar canalha ! Tá tentando usar o corona pra dar o golpe ! Mas nunca esqueça : DEUS ESTÁ COM OS JUSTOS E OS PROTEGE ! VC é COVARDE E MENTISOSO. Corrupto. Sua hora vai chegar !;;;
"20404,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Jamais eu seria seu robo´!!";;;
Nunca em tempo algum..apesar do corona, ainda tenho juízo!;;;
Vc faz isso pra afrontar os brasileiros!;;;
"Mas vc vai cair!""";;;
"20414,@BolsonaroSP,""@BolsonaroSP Deputado, que tal fazer campanha para aprovar o corte 50% dos salários dos senhores?  Acredito que não sofrerão do mesmo jeito que as famílias que perderam e perderão empregos e entes queridos por causa do coronavírus.  Nada mais justo do que contribuir com isso não acha?""";;;
"20421,@BolsonaroSP,""@Leitadas_L0en @BolsonaroSP Mas pra ã± pegar o  corona virus,";;;
Não e preciso isolamento?;;;
;;;
Quanto mais isolado ã± e mais seguro?;;;
"Desculpem minha ignorancia.ğŸ¤”ğŸ¤”ğŸ¤”ğŸ¤”""";;;
"20424,@BolsonaroSP,""@BolsonaroSP @carlosjordy @jairbolsonaro Quando ã± tiver arrecadação federal, estadual e municipal QUERO VER AJUDAR PESSOAS OU CONSTRUIR ALGO PRA COMBATER O CORONA ok! Acorda gente!""";;;
"20439,@BolsonaroSP,""O @AMendoncaAGU ta com corona??!!";;;
 ta quietinho, Tá sumido?!;;;
a @AdvocaciaGeral é pra quê finalmente?!!;;;
Os Auditorios das TVs está  lotados, igrejas vazias;;;
"@jairbolsonaro  @CarlosBolsonaro @FlavioBolsonaro @BolsonaroSP @depheliolopes @marcofeliciano @Biakicis @MajorVitorHugo https://t.co/jUDHxYEK66""";;;
20445,@BolsonaroSP,@Murilo198656 @RodrigoMaia @BolsonaroSP Em época de Corona quem manda e a ciência e os especialistas em saúde;;;
20446,@BolsonaroSP,@BolsonaroSP Eduardo veja junto ao presidente estender i tratamento para todos que está  com o corona e o quadro  é de alto para grave. Colocar médicos federais para acompanhar isso.;;;
"20459,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP O Botafogo da Odebrecht trabalha por um país mais justo e sem o Corona, como?";;;
;;;
Recebendo propina de empreiteira e se negando a fazer o exame do Covid.;;;
;;;
Ninguém cai na sua conversa, seu safado. Sua corja vai cair.;;;
;;;
"#ImpeachmentDeDoria https://t.co/IhmpObk0h1""";;;
"20462,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Você é uma escória Bombril, um oportunista";;;
;;;
"Devolvam o fundo partidário do contribuinte para combater p coronavírus.""";;;
20469,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Sai dai. Botafogo. Ninguém acredita nesse teu papo. Tá deixando caducar várias medidas importantes pra população e não coloca nenhuma pra votação. Faz o seguinte coloca o dinheiro do Fundão pra jogo junto com metade do salário e todos os  benefã­cios de vocês pra ajudar no Corona;;;
"20479,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Corona virus pega em ratos, raposas ? Se não o Botafogo Tá imuni""";;;
20484,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Opa... Brasil mais justo?? Que tal aprovar o Fundão p/ combater o corona?? ğŸ˜‰;;;
20485,@BolsonaroSP,@LuzCortizo @BolsonaroSP Bolsonaro fez o que contra p corona desde dezembro quando ficou sabendo do virus?ğŸ˜‚ğŸ˜‚ NADA HSHAHAHA é UM VA-GA-BUN-DO;;;
"20487,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP O Botafogo, bem que podias doar toda aquela propina das empreiteiras pra combater o Corona né? Fica a dica""";;;
"20490,@BolsonaroSP,""@JanicedoCarmo @RodrigoMaia @BolsonaroSP Olha a presSó, tia! ";;;
"Cuidado com o Corona https://t.co/75rhjzoPzl""";;;
20497,@BolsonaroSP,@BolsonaroSP ô Nananinha... Vai trabalhar porra!!!! Vai ajudar a criar medidas pra conter o avanço do corona... Seu merda!!!;;;
"20503,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Tirem essa gente das estatÍsticas. ";;;
Hj é  da rua fome e desasistencia. ;;;
Amanhã£ nas do CORONA VIRUS. ;;;
"O resto e bobagem . https://t.co/GfwMKIEdXC""";;;
"20505,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Botafogo tem """"rede orgã¢nica"""" que piada. Faz um teste rapidinho, chama essa """"rede organica"""" para as ruas. Só pra gente vê uma parada rapidinho. Ah sim, pode ser depois do corona, até porque temos que #ficaremcasa. Mas no seu caso, acho que não vai rolar aglomeração.""";;;
20516,@BolsonaroSP,Acho que agora da pra dizer que o vírus é Chinês??? REPORTAGEM DE 2015 NA TV ITALIANA já alertava para a criação do coronavírus.ğŸ‘‡ğŸ‘‡ Se liga @BolsonaroSP @CarlosBolsonaro https://t.co/aPJ6WIINQR;;;
"20545,@BolsonaroSP,""@BolsonaroSP @AroldeOliveira @PlenoNews Cuidado com o coronavírus,véi!""";;;
"20561,@BolsonaroSP,""vejam o video de AGENTES CHINESES CONTAMINANDO VãRIOS países  COM CORONA VÍRUS PROPOSITALMENTE ";;;
@jairbolsonaro @CarlaZambelli38 @CarlosBolsonaro @Biakicis @SF_Moro @gen_heleno @BolsonaroSP @carlosjordy;;;
"@majorfabianadep @AbrahamWeint @DamaresAlves https://t.co/SGRwhDUmtD""";;;
"20565,@BolsonaroSP,""@sikerajr @BolsonaroSP Também estou apoiando, me sinto um bicho que já produziu enjaulado. Proibido até de ir a praia queimar o corona com vitamina D.""";;;
"20570,@BolsonaroSP,""@BolsonaroSP Boa Noite Eduardo. Estou observando os comentários sobre os números altos de casos de corona em SP, todo mundo falando em números falsos, isso não seria caso de investigação federal? Na ocorrência de fraude, caracterizaria um ato político p desestruturar o governo.""";;;
"20573,@BolsonaroSP,""@russoneo @BolsonaroSP @opropriolavo Mundo hipócrita. Mais de 2000 crianças morrem de fome por dia, sem contar os adultos, idosos. Mas como não afeta o bolso de ninguém e pelo jeito a consciência também, que se f... as crianças. Nojo dessa humanidade, coronavírus é pouco.""";;;
"20580,@BolsonaroSP,""@BolsonaroSP DUDU, está  tocando o Pânico na população. ";;;
Governadores e extrema Imprensa, os grandes responsáveis ;;;
Não adianta postar que temos que voltar ao trabalho.;;;
Estou sendo execrado aqui no Twitter.;;;
"Qualquer sintomas respiratórios o povo já associa automaticamente  ao CORONA.""";;;
20605,@BolsonaroSP,@BolsonaroSP @xpinvestimentos Brasil tem mais mortes por corona virus que Nova Iorque!;;;
20613,@BolsonaroSP,Por causa da imprensa suja vi o grafico DOBRAR de um dia para ca INUMEROS ATESTADOS DE OBITO EM TODO O BRASIL ESTAO SENDO DADOS COMO MORTE POR CORONA VIRUS. #FORADORIA #TRAIDORIA #FORACHINA @jairbolsonaro @lhmandetta  @BolsonaroSP  https://t.co/uoxsLgO5Kq https://t.co/DNsfMdrF9N;;;
"20652,@BolsonaroSP,""@BolsonaroSP Só uns safados , absurdo....... o corona deveria pegar todos eles.....""";;;
"20666,@BolsonaroSP,""@LuzCortizo @BolsonaroSP @marciolabre @EderMauroPA @filipebarrost Quando a histeria corona, bater na sua porta e entrar, quero vê se sustentarãoo mesmo discurso!""";;;
"20668,@BolsonaroSP,""@BolsonaroSP Passa e mail ti envio um análise";;;
"Mentira, o vírus não tem poder de transmisSó acima de 20 graus, como tudo que contém gordura no calor a PROPORSAO de aderência da gordura é muito menor ou seja letal... já que cientistas dizem que a camada do coronavírus é composta por gordura""";;;
20675,@BolsonaroSP,@gilspd @PastorLiomar @jairbolsonaro @BolsonaroSP coronavírus = ataque terrorista da china;;;
"20682,@BolsonaroSP,""@BolsonaroSP @AlvaroGarnero Tem o exame comprovando  que ele estava  com o corona  ,só acredito  vendo!""";;;
"20707,@BolsonaroSP,""@BolsonaroSP Tem prefeito que passou 4anos sem fazer nada, agora sitiou a cidade e está usando pulverizador agrã­cola pra bater cloro pela cidade dizendo que está prevenindo coronavírus.""";;;
"20718,@BolsonaroSP,""@BolsonaroSP Jura? O corona batendo em minha porta e vc preocupado com likes do papai? Faz o seguinte bananinha, VAI TOMAR NO C...!""";;;
20726,@BolsonaroSP,@cabojunioamaral @BolsonaroSP está falando hoje que a gravação foi antes de estourar o Corona aqui.;;;
20757,@BolsonaroSP,@BolsonaroSP @AlineDaDireita @oi1uiz Ué Dudu mas essa não é sua análise técnica sobre o coronavírus!?;;;
20793,@BolsonaroSP,@BolsonaroSP @jairbolsonaro @CarlosBolsonaro @BolsonaroSP o presidente tem que fazer um comunicado em cadeia nacional elencando todos os benefã­cios que está concedendo bem como às ações para manter a economia e tbm às ações contra o.coronavírus. A tv atinge 90% tereitório nacional.;;;
20795,@BolsonaroSP,@BolsonaroSP @jairbolsonaro @CarlosBolsonaro @BolsonaroSP o presidente tem que fazer um comunicado em cadeia nacional elencando todos os benefã­cios que está concedendo bem como às ações para manter a economia e tbm às ações contra o.coronavírus. A tv atinge 90% tereitório nacional.;;;
20805,@BolsonaroSP,@BolsonaroSP Esse Rodrigo Maia é um gordo ardiloso. é uma serpente no Senado. Tomara q o coronavírus faça uma visita no Senado.;;;
"20819,@BolsonaroSP,""@BolsonaroSP Antes do corona ninguém passava fome? Este é um problema governamental, enTá  resolva.""";;;
"20836,@BolsonaroSP,""@BolsonaroSP é PREFERíVEL MORRER";;;
DE CORONA VÍRUS;;;
DO QUE;;;
MORRER DE FOME !;;;
;;;
"EU QUERO TRABALHAR !""";;;
"20837,@BolsonaroSP,""@felipegomets @BolsonaroSP Calma,não entendi.";;;
Não Só voces que está  fazendo campanha pra geral ficar em casa,por causa do corona!?;;;
EnTá  me diga,porque esta mandando ele trabalhar? Afinal,é pra ficar em casa coçando o saco,ou trabalhar? SE DECIDA SEUS PORRAS.;;;
"Hipócritas.""";;;
"20842,@BolsonaroSP,""Vejam, com um mínimo de conhecimento de estatÍstica eu DOMINO o que vc vai pensar. Decido fazer 100 testes por dia de CORONA e cresço 5% o número de testes todo dia. Assumindo 25% de positivados o gráfico acumulado de casos seria assim, @jairbolsonaro , @BolsonaroSP !!! https://t.co/0Os37cwEgN""";;;
"20847,@BolsonaroSP,""@BolsonaroSP , boa tarde. Deixa eu te perguntar.";;;
"Se dória e witzel jat sabiam do Corona já em janeiro e até antes e mesmo assim, permitiram carnaval, corrida da mulher, aglomeração pra entregar casas etc.. etc..""";;;
20856,@BolsonaroSP,@BolsonaroSP E VOCÊS PREOCUPADO COM A POPULARIDADE DO RODRIGO MAIA? NãO TEM NADA MAIS IMPORTANTE COM O QUE SE PREOCUPAR? DEPOIS DIZEM QUE SUA OPOSIã‡ãO QUER POLITIZAR A CRISE DESSE CORONA 19...ESTAMOS BEM MESMO;;;
"20863,@BolsonaroSP,""@GilsonMorais34 @Ana_Mantovani74 @Nandapaiva_d @blancatrueba_ @BolsonaroSP @jairbolsonaro Sacanagem e não quererem extinguir logo isso, e ficar querendo propor uma perpetuação do Corona com o fim da quarentena...""";;;
20873,@BolsonaroSP,@BolsonaroSP Vamos cuidar do corona Mano..... porém de coisa...;;;
20877,@BolsonaroSP,@allantercalivre @BolsonaroSP Agora todos os governadores vá  colocar em todos atestados de óbito que as mortes vá  ser de coronavírus (mesmo o paciente tendo outras doenças congênitas) só para culpar o governo federal!!! ô raça de inúteis!!! ğŸ˜¡ğŸ‘ŠğŸ»;;;
"20880,@BolsonaroSP,""@BolsonaroSP Um cabo e um soldado antes que seja tardeD+. Os governadores está  se achando Deuses do Olimpo, juã­zes que vivem em suas bolhas desfazem o que o PR @jairbolsonaro faz. Demissões em vários lugares( tb não  sei se é  empresários surfando na onda do Corona) . Enfim hj Tá puxado""";;;
20914,@BolsonaroSP,@GiuVeruska @BolsonaroSP @jairbolsonaro Kkkkk  o corona não destrói com Corona;;;
"20966,@BolsonaroSP,""@filipebarrost @BolsonaroSP Engraçado, não estou sabendo de ninguém do carnaval com corona!!!!! Cadê esse povo q não aparece morrendo! já teve gripe do frango, do porco e nada dessa histeria!!! Muito estranho!""";;;
"20968,@BolsonaroSP,""@BolsonaroSP A economia funcionando normalmente com todos cuidados necessários contra o coronavírus e ainda com remédio barato dando certo, só fortalecerãoainda mais o presidente e isso seria um caos aos inimigos do povo.""";;;
"20988,@BolsonaroSP,""@BolsonaroSP Esse Demago-vírus é pior do que o Corona!";;;
;;;
Seria o mesmo que chamar um Vampiro para cuidar do Banco de Sangue!;;;
;;;
"#BolsonaroTemRazao""";;;
"20989,@BolsonaroSP,""@BolsonaroSP Medo todos temos, estava grávida e com medo da Zica que pode causar microcefalia. Daí­ a gente passa repelente, cobre os braços, pernas, põe um tênis e vai trabalhar, ninguém para a vida por causa da Zica. No caso do corona  é  só se prevenir tbm, parar tudo está errado.""";;;
