,usuario,texto;;;
Essa mídiavirus só sabe criar intrigas ;;;
Porque para dar a notã­cia Só péssimos ;;;
"Eca ğŸ¤®""";;;
18697,@BolsonaroSP,@bernardopkuster @BolsonaroSP O que importa é que o Corona piorou seu quadro o levando a falência. Ruma de pau no cú. vá  trabalhar.;;;
18700,@BolsonaroSP,@InfernautaO @CAP11JCJ @fgust @ejc__ @RodrigoMaia @BolsonaroSP E quando ficam em frente ao Palácio do Planalto recebendo as gotã­culas de corona do Bozó vocês Só ou não Só gado?kkkkkk;;;
18703,@BolsonaroSP,@BolsonaroSP é..o problema é++serio q o Corona.. eles alem de analfabetos funcionais..tem q fazer teste toxicologico...;;;
"18706,@BolsonaroSP,""@BolsonaroSP @jairbolsonaro O povo quer trabalhar mesmo , se sem o Corona já é difícil , e não tem nenhum incentivo por parte do governo , imagina com o Corona , a culpa e de vcs políticos , todos sem exceção , tudo farinha do mesmo saco , se trocar lula , Bolsonaro , ou qualquer outro por merda  e a mesma""";;;
18720,@BolsonaroSP,@BolsonaroSP é foda está imprensa amaldiçoada está trabalhando mais querem que milhões de brasileiros pobre morra de fome só mesmo imprensa comunista mata mais do que o coronavírus.....;;;
18729,@BolsonaroSP,@bernardopkuster @BolsonaroSP Até bandido em confronto com as PolÍcias está  morrendo de corona.;;;
"18733,@BolsonaroSP,""@Edgo12 @carloscastrosou @TarFer @BolsonaroSP vá abraçar seu capiTá  corona, ser feliz e deixar os outros em paz.""";;;
18740,@BolsonaroSP,@Leo_Netto04 @BolsonaroSP Seria bonita se não tivesse o corona. Nós não desejamos isso para ninguém. Nem em apologia. Por isso somos a maioria.;;;
"18750,@BolsonaroSP,""@Jhean_itb @getuliosantana @BolsonaroSP Parabéns, não confia nem que presidente vá fazer alguma coisa pra não deixar as pessoas morrerem de fome!! Acertou no voto!!! Fazer as pessoas escolherem como querem morrer essa é a meta do CapiTá  Corona! Em vez de salvar das duas!! https://t.co/WECZQSq8Ml""";;;
18763,@BolsonaroSP,@BolsonaroSP @jairbolsonaro Teu pai ta passando corona pros outros tem q ser presi;;;
"18789,@BolsonaroSP,""@PriSof @BolsonaroSP Uma pena que tanta gente ignore a realidade sobre o corona virus. Que atleta nao morre. Que so morre idoso e gente com comorbidades. Ai vem a triste realidade e manda lembranças.:";;;
"https://t.co/YD6C5CfmP8""";;;
18863,@BolsonaroSP,@BolsonaroSP Convencida de que n é o coronavírus que irãoderrubar o Bozo mas sim a sua incompetência em gerir essa crise! Felizmente o Brasil não é só aqueles pobres que estavam nas ruas hj sentindo -se lisonjeados pela atenção deu um vulgo presidente! Iremos defende-los queiram eles ou nao;;;
18945,@BolsonaroSP,@BolsonaroSP @jairbolsonaro CapiTá  Corona e seus poderes contagiantes;;;
18995,@BolsonaroSP,Olha a TV corona se preparando para mais um jornal Covid.ğŸ˜¤ğŸ¤®ğŸ˜ #BolsonaroTemRazao #BrasilNaoPodeParar @jairbolsonaro @BolsonaroSP @PorTiMeu_BR https://t.co/leSVIMfKMn;;;
"18999,@BolsonaroSP,""@BolsonaroSP @AlvaroGarnero Esquerda em peso triste  ok a notã­cia..";;;
;;;
Torcida do coronavírus está triste agora...;;;
;;;
"Bando de ğŸ¤¬ğŸ¤¬ğŸ¤¬ğŸ¤¬ğŸ¤¬""";;;
19018,@BolsonaroSP,@BolsonaroSP @jairbolsonaro CapiTá  corona não se emenda nunca.;;;
19020,@BolsonaroSP,@bernardopkuster @BolsonaroSP Tem que criar CPMI Do coronağŸ˜¢;;;
"19045,@BolsonaroSP,""@BolsonaroSP @jairbolsonaro O CspiTá  Corona fazendo o q mais sabe fazer: espalhando o vírus! Do Covid-19, da mentira, da discórdia, da burrice e da morte.""";;;
"19060,@BolsonaroSP,""@BellaLpez9 @BolsonaroSP Manipulaçao nao esta tendo surto ";;;
Doria esta pedindo para os medicos colocar como corona p/qualquer tipo de morte seja acidente,infarto ou câncer isto e um absurdo sou de Sao Paulo estou vendo essa palhaçada de perto;;;
"Esquerdopatas seus mal carater https://t.co/XronV81en4""";;;
19089,@BolsonaroSP,@BolsonaroSP CapiTá  Corona em ação!!!;;;
"19090,@BolsonaroSP,""@isacperees @BolsonaroSP @jairbolsonaro Não é coronga é """"Corona"""", kkkkkkkkkkk""";;;
19110,@BolsonaroSP,@AdriAlcantara38 @Karla_raiz_38 @jairbolsonaro @BolsonaroSP @SF_Moro Aqui não se pega corona virus;;;
19139,@BolsonaroSP,@BolsonaroSP Pede para o ministro Mandetta fazer balanço também das principais causas mortis. Com certeza o corona não é a primeira.;;;
"19185,@BolsonaroSP,""@oofaka @BolsonaroSP @jairbolsonaro Uma ideia, visitem uns hospitais,,ou uns pacientes que tem corona,,,,populistas do cacete""";;;
"19202,@BolsonaroSP,""@Liiii94348647 @BolsonaroSP @Rodrigo_GSantos @jdoriajr Sugiro ir sem máscara, ouvi dizer que o corona não pega em bolsominion.""";;;
19208,@BolsonaroSP,O Amazonense que morreu não foi de CORONA VÍRUS foi parada cardã­aca!! @jairbolsonaro @BolsonaroSP @CarlosBolsonaro @SF_Moro @lhmandetta https://t.co/soDwqHO1jj;;;
"19246,@BolsonaroSP,""@BolsonaroSP Coronaro,";;;
Covard 17,;;;
CapiTá  Corona,;;;
Pandemito, ;;;
BolsoNero ou ;;;
Bolsovírus?;;;
"#ForaBolsonaro""";;;
"19271,@BolsonaroSP,""@BolsonaroSP O capiTá  corona não consegue responder as perguntas , ele prefere fazer outra pergunta para o repórter com medo de falar mais uma bolsonarice !""";;;
19308,@BolsonaroSP,@AroldeOliveira @BolsonaroSP @jairbolsonaro Forças Armadas nas rua do Brasil. Os Comunistas foram condenados pelos brasileiros na última eleição. Se isso não bastar pra acabar com corruptos e ladrões  do povo brasileiro vamos às  armas. Guerra é  guerra. O Corona  e a Guerra Civil Américana vá   ficar no chinelo. Bala;;;
"19318,@BolsonaroSP,""Quantos respiradores a @RedeGlobo vai doar para ajudar no tratamento do COVID 19?";;;
Cadê a campanha para arrecadação em prol do combate ã  doença, um â€œCorona Esperançaâ€?;;;
;;;
Engenheiros de obra pronta!;;;
;;;
"@jairbolsonaro @MajorVitorHugo @BolsonaroSP @capitaotelegram @RalphRangel_ @jlpina""";;;
"19331,@BolsonaroSP,""@Francis20987292 @BolsonaroSP @jairbolsonaro Ficar em casa, a não ser quem trabalha em serviços essências, é medida adotada por todos os outros países, inclusive UK, Rússia, USA, Canadãoetc. Recomendado pela OMS, e inclusive pelo ministro da saúde, o próprio nomeado pelo seu querido presidente, o capiTá  corona.""";;;
"19351,@BolsonaroSP,""@nicolalromanov @BolsonaroSP @jairbolsonaro Coitadinho do Homem , levaram para a delegacia , lá pode não tem coronavírus""";;;
19354,@BolsonaroSP,Kkkkk @jairbolsonaro @BolsonaroSP @FlavioBolsonaro faltou o capiTá  corona e os três patetas !!! https://t.co/Y5UkqJDJu4;;;
19364,@BolsonaroSP,@Jaimme20 @jairbolsonaro @BolsonaroSP @RedeGlobo @GloboNews Passeata a favor do Bolsonaro  que diz que coronavírus é uma gripizinha só aceito a pé e de mais dadas.ğŸ˜;;;
"19373,@BolsonaroSP,""@AleGZahra38 @radardamidia @BolsonaroSP @jdoriajr @brunocovas Só só 100 mortes e, mesmo assim está  contabilizando outras  mortes para aumenta os números para o coronavírus. A ideia é apavorar os sem noção .""";;;
19379,@BolsonaroSP,@BolsonaroSP @jairbolsonaro E o CapiTá  Corona ataca mais uma vez... https://t.co/pPVsj3FmLH;;;
"19382,@BolsonaroSP,""@Francis20987292 @BolsonaroSP @jairbolsonaro Povo de meda kkkkk, o nã­vel do gado realmente não me surpreende. Todos os profissionais de saúde, inclusive o ministro da saúde está  errados, quem ta certo é o capiTá  corona e seus gados!""";;;
19394,@BolsonaroSP,@BolsonaroSP @jairbolsonaro Transmitindo os vírus corona e o da ignorância aos vendedores de Taguatinga. Que deprê!!!!;;;
19414,@BolsonaroSP,@BolsonaroSP @jairbolsonaro Mais um ataque do capiTá  corona! https://t.co/LnMHII2fs8;;;
"19418,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Não adianta manobras seu cara de pau. Se vcs continuarem com covardia contra o presidente Jair Bolsonaro,  nós vamos pras ruas com corona e tudo, ficaremos nas ruas até as forças armadas assumirem o poder e preder todos os corruptos, como você.""";;;
"19421,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Tem robã´ sim. Tem Doria, Witzel, Caiado, todos os governadores do Nordeste. E cada um colocando robôs da esquerda e centro, para destruir nosso Brasil. Vcs Só um câncer no país, quem tem vcs no poder não precisa ter corona. Vc está  usando o Corona.""";;;
"19498,@BolsonaroSP,""@BolsonaroSP @SF_Moro @AbrahamWeint @filgmartin @opropriolavo @salimmattarBR Coronaro,";;;
Covard 17,;;;
CapiTá  Corona,;;;
Pandemito, ;;;
BolsoNero ou ;;;
Bolsovírus?;;;
"#ForaBolsonaro""";;;
"19522,@BolsonaroSP,""@BolsonaroSP Sim vamos vencer, mas para isso o povo necessita de dinheiro, precisamos voltar a trabalhar UUUUU.";;;
A economia parada como está vai gerar um colapso maior q o Corona.;;;
"Força Presidente, vamos vencer os esquerdistas pq esses São piores q o Corona.""";;;
"19561,@BolsonaroSP,""@filipediasreal @rede_marco @JonyMSM @BolsonaroSP Kkkk isto mostra que vc é uma mula e abestado. O poste tem vários prêmios internacionais e é professor da USP. Seu presidente genocida é motivo de vergonha no mundo, um verdadeiro imbecil. Isto mostra que o corona tem que eliminar a parte podre desse país.""";;;
"19565,@BolsonaroSP,""Estrelando a nova Familia Tropeço com @jairbolsonaro , o CapiTá  Corona , @BolsonaroSP  o Dudu Bananinha, @FlavioBolsonaro , o inepto Flávio Laranjinha e @CarlosBolsonaro , o mister Flávio Abobrinha. Participação especial de Micheque e o mordomo Queiroz. #ForaBolsonaros""";;;
19647,@BolsonaroSP,@SamiraBotelho57 @luizcesarlugi @riddah87 @BolsonaroSP @RedeGlobo Se o covid nao levar o mito antes né. Força corona!;;;
"19651,@BolsonaroSP,""@Leitadas_L0en @BolsonaroSP Simples, casos que â€œpodemâ€ ser do corona os cadáveres devem ter tratamento especã­fico para não serem agentes contaminadores dos familiares. é só pra nao correr risco.""";;;
"19692,@BolsonaroSP,""@BolsonaroSP Sr Deputado escrevi na página do Presidente: quarentena serve para descobrir quem está contaminado e desenvolve a doença viral, nesse caso do coronavírus o ciclo é de 10 a 14 dias, que desenvolver a virose, apresentar sintomas deve ser tratado, os demais, liberados""";;;
19770,@BolsonaroSP,@jarlemos @bibonunes1 @jairbolsonaro @BolsonaroSP já pensou em tempos de corona no governo do PT? Terra arrasada....;;;
"19773,@BolsonaroSP,""@Rconstantino @BolsonaroSP . ";;;
VEJA VÍDEO SOBRE CRIAÇÃO DO CORONA VÍRUS EM LABORATÓRIO DA CHINA !!! ;;;
!!! ;;;
âš ï¸âš ï¸âš ï¸âš ï¸âš ï¸âš ï¸âš ï¸ ;;;
"#China #chinese #oea #onu #CoronavirusPlantao  #coronavirusbrasil  #coronavirus #moments #saúde @AbrahamWeint  @ArthurWeint""";;;
"19783,@BolsonaroSP,""@Rconstantino @BolsonaroSP . ";;;
TODOS DEVERIAM ASSISTIR A ESTE VãDEO, SOBRE O CORONA VÍRUS TER SIDO CRIADO EM LABORATã“RIO, PELOS CIENTISTAS CHINESES !!! ;;;
!!!  ;;;
âš ï¸âš ï¸âš ï¸âš ï¸âš ï¸âš ï¸âš ï¸âš ï¸ ;;;
;;;
"#coronavirus""";;;
19803,@BolsonaroSP,@Lciofeliciano2 @EraUrsal @GertrudesPastor @ZenBrasil2 @RodrigoMaia @BolsonaroSP Isso mostra o quanto o CapiTá  Corona dirige mal o país.;;;
19825,@BolsonaroSP,@AnelmaMelo @MarcuseJe @SF_Moro @jairbolsonaro @BolsonaroSP @AbrahamWeint @Bolsoneas Destes mais de 100 mortos por corona quantos realmente morreram por causa do vírus?;;;
"19848,@BolsonaroSP,""@LuzCortizo @BolsonaroSP Nossa, e isso é muito grave gente, mais grave q o coronavírus, está  falando mal do """"melhor presidente da história""""(kkkkkkkkkkkkk), q Deus tenha misericórdia do mundo por isso. Minha senhora, procura um psiquiatra urgente, a senhora não está muito bem da cuca kkkkkkkkkkkkkkkkkk""";;;
"19856,@BolsonaroSP,""@Leitadas_L0en @BolsonaroSP Vários relatos de robôs tomem vergonha na cara seus  pau mandados de @BolsonaroSP @FlavioBolsonaro e @CarlosBolsonaro, capiTá  corona espalhando Fake news pra minimizar o covid19 vocês tem que ser responsabilizados por cada morte canalhas https://t.co/rKzUYYB2cc""";;;
"19857,@BolsonaroSP,""@Leitadas_L0en @BolsonaroSP Vários relatos de robôs tomem vergonha na cara seus  pau mandados de @BolsonaroSP @FlavioBolsonaro e @CarlosBolsonaro, capiTá  corona espalhando Fake news pra minimizar o covid19 vocês tem que ser responsabilizados por cada morte canalhas https://t.co/rKzUYYB2cc""";;;
"19859,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Coração só pra ajudar seu engajamento. Só que da próxima vez, o Bananinha poderia divulgar gráficos do corona, mostraria mais empatia a preocupação de todos os brasileiros.""";;;
"19863,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Eu no seu lugar eu teria vergonha de postar isso pois onde você está preocupado com Brasil?, se estivesse usaria o dinheiro do fundão para ajudar governo ao combate coronavírus,  hipocrita não se esqueça que você e sua família também Só alvos de investigação ...""";;;
19867,@BolsonaroSP,@jairbolsonaro é urgente que o governo divulgue o número de curados do corona! @BolsonaroSP @CarlosBolsonaro @lhmandetta;;;
"19872,@BolsonaroSP,""@Leitadas_L0en @BolsonaroSP Nada disso. Empresa de turismo semi estatal do Doria vai lancar a campanha:- """" venha para Só Paulo. Proteja se do coronavírus e tenha vida eterna""""""";;;
19879,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Que tal colocar-mos em pauta o uso do Fundão eleitoral no combate ao corona? O que vc acha da idéia Nhonho?;;;
"19889,@BolsonaroSP,""@AraciPatriota @jairbolsonaro @minsaude @BolsonaroSP @PauloMartins10 @carlosjordy @CarlosBolsonaro @MinLuizRamos é verdade Aracy, o corona pegando carona em todos os óbitos. Números mentirosos, manipulados principalmente por aquele que pegou carona e se elegeu governador de SP, graças a Bolsonaro. ";;;
"#BolsonaroTemRazaoSim""";;;
"19892,@BolsonaroSP,""A pergunta que não quer calar, porque o enfoque na Itália se todos os países da Europa está sofrendo com o coronavírus o mesmo número de pessoas morre na França ğŸ‡«ğŸ‡· e na Espanha ğŸ‡ªğŸ‡¸, serãoque é porque ali e o Berço da Igreja â›ªï¸ Católica ? @BolsonaroSP @jairbolsonaro""";;;
"19906,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Este cara é uma piada pronta. Junto com batoré Só invencÍveis no caráter.";;;
"Quando vcs saí­rem daí­ irão levar surra nas ruas sem saber o porque. Irão ficar em casa o resto da vida, mesmo que acabe a onda do Corona. Acreditem, vcs já está  em priSó domiciliar faz tempo.""";;;
"19909,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Quando você @RodrigoMaia vai colocar em pauta a destinação do fundão para o Auxílio do país no combate ao coronavírus e para ajudar os necessitados? Estamos esperando ansiosamente... fale e faça algo em prol dos brasileiros, não faça só lobe não...""";;;
19916,@BolsonaroSP,@BolsonaroSP O Brasil quase entrando como um dos pontos de maior concentração do coronavírus e você preocupado com a quantidade de likes que o Maia está recebendo. Você é sua família sao os responsáveis pela pior administração política já realizada no Brasil. Você Só ridÍculos.;;;
19920,@BolsonaroSP,@BolsonaroSP @GuerreiroGeni @BolsonaroSP assista o vÍdeo do Fernando Conrado bem que ele discorre sobre a baixa letalidade do coronavírus com números oficiais.;;;
19921,@BolsonaroSP,@BolsonaroSP @GuerreiroGeni @BolsonaroSP assista o vÍdeo do Fernando Conrado bem que ele discorre sobre a baixa letalidade do coronavírus com números oficiais.;;;
"19922,@BolsonaroSP,""@BolsonaroSP Nunca vi ninguém parar o países para salvar essas vidas vÍtimas de outras doenças. Interessante, só se morre de coronavírus? https://t.co/0GCXee8T2n""";;;
19924,@BolsonaroSP,@BolsonaroSP @AlvaroGarnero Ele não tava com corona... Ele teve apenas uma gripezinha.;;;
"19931,@BolsonaroSP,""@GloboNews @JornalOGlobo a Globo lixo só arruma economistas heróis .. ow, le.liga quem sabe das contas públicas é o Paulo Guedes e não esses heróis aí­.. vai pagar sua dã­vida pra ajudar no coronavírus.. lixo de jornal @BolsonaroSP @CarlosBolsonaro""";;;
"19958,@BolsonaroSP,""@SeniseDalton @BolsonaroSP Isso, vamos parar a campanha contra o corona, assim a dengue não ganha em quantidade de mortos...""";;;
"19972,@BolsonaroSP,""@benebarbosa_mvb @lhmandetta @SF_Moro @BolsonaroSP está ficando fora de controle. Prefeituras saqueando hospitais particulares e firmas, como no caso de Cotia, em nome da pandemia do coronavírus. Ilegalidade tomando conta do país! é muito sério.""";;;
"19990,@BolsonaroSP,""@o_antagonista Seria bom verificar, todos em SP é coronavírus.";;;
está esquisito .;;;
@MPF_PGR @policiafederal @SF_Moro @jairbolsonaro @BolsonaroSP ;;;
"Esse Dória, Maia, e PT unidos não presta. Somando com essa mídia asquerosa fede""";;;
"19995,@BolsonaroSP,""@ulyssesda @Chicogomessos @BolsonaroSP Vou te contar o que Tá acontecendo: depois da vitória do Bolsonaro, os ratos esquerdistas voltaram pro esgoto pra chorar. O Corona veio e os ratos vieram de carona com o vírus, está  contaminando as redes com o ódio, tã­pico de vcs, pq é só isso que vcs sabem fazer.";;;
"Lutem!""";;;
20015,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Sr. @RodrigoMaia o que esta faltando para  votarem a saida do caputao corona?????;;;
20017,@BolsonaroSP,@cust_renato @pensadorweb @BolsonaroSP @exercitooficial Ele está com Corona. Se não estivesse já teria mostrado o exame;;;
20022,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Tem que lutar contra o vírus da família corona e os vermes da família bozorona...;;;
20026,@BolsonaroSP,@ninguem_anyone @BolsonaroSP Essa doença é pior que o corona;;;
"20028,@BolsonaroSP,""@BolsonaroSP A causa toda dessa repercusSó do corona é por que o presidente não compactua com os crimes do Maia, Alcolumbre e maioria dos governadores e com a imprensa corrupta.";;;
"Se o presidente estrasse no jogo do crime desse povo o corona não teria tido essa repercusSó toda""";;;
"20049,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Deixa eu testar uma coisa enTá  , libera o fundão eleitoral para o combate ao coronavírus, pode pautar isso para a gente?""";;;
"20056,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Quer ser popular de verdade? Acaba com o desperdã­cio de dinheiro público (supersalaris e regalias) no legislativo e cobre essa mesma postura do judiciário, mas tem de ser agora no surto do corona, e em caráter permanente, aí­ depois a gente conversa.""";;;
"20074,@BolsonaroSP,""@Lo72651280 @BolsonaroSP @AlvaroGarnero informe se";;;
corona Tá matando mais!!;;;
"NAO se deixe enganar por OLAVETES lunáticos !!!""";;;
20085,@BolsonaroSP,@BolsonaroSP Tem doença que mata mais que esse corona porque Não parou antes e outra a fome mata https://t.co/koDR56rfss;;;
"20088,@BolsonaroSP,""@BolsonaroSP Perae... Deixa ver se entendi: o Brasil está um caos com pessoas morrendo por conta do coronavírus, tendo também esse grande problema econômico causado pelo confinamento pra resolver e o senhor preocupado com a popularidade dos seus adversários políticos?""";;;
"20094,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP @RodrigoMaia @BolsonaroSP  Bom dia!  Quero ver bom senso de vocês, se acabarem com o fundo eleitoral, transferindo este valor pra combater e o coronavírus, e também diminuir  o salário de vocês e dos funcionários públicos neste momento de crise. Mas milagres só na idade Média!""";;;
"20096,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP @RodrigoMaia @BolsonaroSP  Bom dia!  Quero ver bom senso de vocês, se acabarem com o fundo eleitoral, transferindo este valor pra combater e o coronavírus, e também diminuir  o salário de vocês e dos funcionários públicos neste momento de crise. Mas milagres só na idade Média!""";;;
"20105,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Poderia ter dormido sem esse @BolsonaroSP ! ";;;
;;;
"Estamos todos interessados em passar por essa crise na saúde em função do coronavírus, e esse clã£ do bolsonaro com terias da conspiração, difícil !""";;;
"20106,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Poderia ter dormido sem esse @BolsonaroSP ! ";;;
;;;
"Estamos todos interessados em passar por essa crise na saúde em função do coronavírus, e esse clã£ do bolsonaro com terias da conspiração, difícil !""";;;
"20110,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP O corona também não tem robã´....";;;
"Aliás, vc é um belo exemplo do que significa a palavra vírus.""";;;
"20113,@BolsonaroSP,""@BolsonaroSP Deve ser triste né bananinha aguentar o protagonismo da oposição e do presidente na aprovação de medidas que o governo do seu pai deveria fazer. Deve ser triste ver a internet bombar com adversários que não precisam do gabinete do ódio. Ah, está  chamando o Jair de Cap. Corona.""";;;
20120,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Vcs eh PIOR que o Corona;;;
20131,@BolsonaroSP,2015 a tv estatal Italiana RAI mostrou que um grupo de cientistas na china estava pesquisando um tal virus Corona extraí­do de morcegos. Alguém tem dúvidas? Assista e tire suas conclusões. @MBLivre @joaoamoedonovo @joicehasselmann @BolsonaroSP @FMouraBrasil @lhmandetta @GloboNews https://t.co/N5kHXu1h8a;;;
"20139,@BolsonaroSP,""@ELISANDRAROCHA6 @tampalimeira @juespmarins @FlavioBolsonaro @BolsonaroSP Gripezinha, China vírus, brasileiro é um ser para ser estudado, vc não merece ser estuprada, vã­dro blindado, protege do coronavírus, embaixador de hambúrguer, chamar usuária de Twitter de vagabunda,""";;;
"20141,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Coloque a pauta redução dos salários dos parlamentares e fundão eleitoral destinado ao combate ao corona";;;
Depois eu rio da sua piada.;;;
Vai trabalhar e sai da internet.;;;
"Se é no meu emprego eu seria demitido.""";;;
20143,@BolsonaroSP,@BolsonaroSP Engraçado que antes do coronavírus ninguém estava preocupado com o pessoal que mora nas periferias e favelas. Nem com as pessoas passando fome. Agora virou urgente.;;;
"20150,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Seu barriga CADãŠ o projeto do dinheiro do Fundão para efeitos do corona,já cortou o salário de vcs por 3meses?""";;;
"20159,@BolsonaroSP,""@fj_palacio @BolsonaroSP vai lavar sua cara ! em quem você votou para presidente ? imagina qualquer um daqueles candidatos ?? Ciro: """"coronavírus FilhoDaPhuuta"""" pára de graça mano""";;;
"20164,@BolsonaroSP,""@gleyceanycastro @BolsonaroSP @AlvaroGarnero Rico! Pros ricos é coronavírus, quando é o pobre, deixa rolar pq e só uma gripezinha""";;;
20171,@BolsonaroSP,@RodrigoMaia @BolsonaroSP já fizeram a doação dos seus benefã­cios e salários para combate ao corona?;;;
"20181,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Se respondesse rápido na cã¢mara como responde aqui estava bom heim ! ";;;
;;;
70.000 é o que vc representa Nhonho !;;;
;;;
"já repassou o dinheiro do fundão para o combate ao Corona ?! Babaca !""";;;
"20184,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Nem o Rodrigo Maia acredita no Rodrigo Maia!";;;
está na tua cara quem és e o Brasil todo sabe q vives p/ criar o caos para nós.;;;
Queremos o fundo partidário 100% p/ ajudar o coronavírus e doe seu salário por 3 meses p/ comprar respiradores p/ os hospitais!;;;
"#hopocrisiamaamaisquecovid""";;;
"20192,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP E sobre as verbas que a lava jato acusa certos políticos de terem participado de corrupção. O dinheiro está fazendo falta cadê os hospitais? Quantas pessoas morreram por falta de atendimento, medicamento, leitos. A corrupção mata muito mais que corona.""";;;
"20194,@BolsonaroSP,""@BolsonaroSP Eduardo - vai trabalhar - vcs não vá  conseguir sobreviver politicamente só de treta ... vai agir , olha aí­ o corona , grande chance de ser estadista, pensar nos menos favorecidos - chama a responsabilidade pra vc - não perde a escada...""";;;
20198,@BolsonaroSP,@RodrigoMaia @BolsonaroSP Ei Nhonho quando que tu vai propor votação pra acabar com privilégio tipo auxilio paletó trocentos acessores redução de supersalarios para o dinheiro ser revestido pro combate ao corona;;;
"20203,@BolsonaroSP,""@andrefernm @jairbolsonaro @BolsonaroSP No discurso racional de ontem (27/03), o Presidente dos EUA, Donald Trump, parece q se viu obrigado a deixar de referir-se ao corona como o """"vírus chinês"""". Porque? A verdade pode estar sendo ocultada pela CIA. Cadê o paciente 01 americano? https://t.co/mau0jglvOQ""";;;
"20211,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Não teremos o prazer de ver o corona te levar, caso vc seja infectado, te darão clorofila.";;;
"Melhor, vc verãosua derrota!!!""";;;
"20221,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP O Corona vai passar. Assim como você, o seu oportunismo e o seu mau-caratismo. O que vai ficar é a lembrança do seu empenho em prejudicar o país em tudo o que não lhe rendesse algum dividendo político ou financeiro. Ah, e seu apelido também , falou, Bostafogo?""";;;
20224,@BolsonaroSP,@loliveira_2020 @RodrigoMaia @BolsonaroSP Eduardo está certo. O coronavírus é Chinês. E a China é responsável pela pandemia;;;
20226,@BolsonaroSP,@Conceio85475424 @LaurinhaBonoro @RodrigoMaia @BolsonaroSP Cuidado com noizes milicianos dona Conceição nós somos do GDO e podemos invadir seu celular agora e colocar uma bomba de corona nele. Tome muito cuidado pois nós somos muito perigosos! https://t.co/wdY6ANIZyt;;;
20241,@BolsonaroSP,@BolsonaroSP Hoje i corona é um pouco doentio. Mais seu pai é  pior. Bamos ficar em casa pra ele tomar no CU BANANINHA;;;
"20252,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP REDUZA SALãRIO DOS DEPUTADOS, CORTE O FUNDO ELEITORAL, REDUZA GASTOS. é ASSIM QUE SE COMBATE O CORONA VÍRUS!!!""";;;
"20256,@BolsonaroSP,""@AnelmaMelo @magooo38 @SF_Moro @jairbolsonaro @BolsonaroSP @AbrahamWeint @Bolsoneas @minsaude, está  querendo passar Pânico com mentiras e isto tem que ser apurado. Essa corja está falsificado atestados de óbitos dizendo que a causa da morte foi por coronavírus.""";;;
20257,@BolsonaroSP,@LuzCortizo @BolsonaroSP @marciolabre @EderMauroPA @filipebarrost Twitter Tá bloqueando notã­cia falsa sobre o corona. Reveja suas fontes. As vezes tem gato se passando por Lebre na sua rede.;;;
"20260,@BolsonaroSP,""@roxmo @exilado @soniablota @BolsonaroSP Este cara fala tanta bobagem que ignora que o mundo passou pela gripe espanhola, infinitamente mais letal e traumatizante que o corona e continuou do mesmo jeito.""";;;
"20268,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Cadê a redução de salários dos deputados ??? está  de quarentena,  d recebendo pelos dias parados.";;;
"Quando vá  liberar o """"fundão eleitoral"""" para contenção do coronavírus ??";;;
político até agora não fez nenhum sacrifÍCio pelo povo, ;;;
 está  todos em suas casas;;;
"#BolsonaroTemRazaoSim""";;;
20276,@BolsonaroSP,@BolsonaroSP O Brasil vai vencer o coronavírus e com certeza não vai ser por causa do excelentÍssimo sr presidente seu pai;;;
"20281,@BolsonaroSP,""Olha só , corona kamikase.";;;
3Â° guerra mundial em curso!;;;
"@bernardopkuster @taoquei1 @knalquestionese @LuizCamargoVlog @BolsonaroSP @profpaulamarisa @CarlosBolsonaro https://t.co/NkFXgs2Kwv""";;;
"20282,@BolsonaroSP,""@BolsonaroSP Pois é, o Maia é da cúpula que criou o Corona e soltou no Brasil, só para acabar com seu pai e sua família. Ele quem Tá manipulando o Bolsonaro através de hipnose para tratar uma pandemia, como gripezinha, para dizer as bostas que diz e colocar o povo em risco.""";;;
"20297,@BolsonaroSP,""@RodrigoMaia @BolsonaroSP Foquem no problema do coronavírus. vá  deixar que a OMS defina o que é bom para o Brasil?";;;
