,usuario,texto;;
11283,@g1,@zoe_ghostie @El_Rafina @luciaazevedo @g1 Você pega corona andando na rua ou com contato com outra pessoa?;;
11287,@g1,@mtsferreira @g1 @IbaneisOficial @GFiuza_Oficial @Rconstantino @leandroruscheI @AnaPaulaVolei @caiocopolla @OsmarTerra reze pra nao pegar o corona rs;;
"11291,@g1,""@DesgracaVintage @g1 Gente governo não é futebol. Governo é estratégia e tomada de decisão. A culpa é das pessimas decisões dos governos de todas as esferas e da população que não senta esse cu em casa. A nova zelandia, australia e demais estão parando o corona, e o brasil fica nessa infantilidade""";;
"11310,@g1,""@zecapauliceia @dircecd @JotaInfo @g1 É só respeitá-las! Colocar cartazes,pedir com educação. Brasileiro não e baderneiro, pelo contrário é de paz! Minha cidade não tem um caso de Covid-19, tem mais de 70 leitos de UTI, um hospital só pra Corona! Por que ficar em casa, enquanto o povo perde tudo? Insano!""";;
11312,@g1,@g1 Eu trabalho próximo onde moro e não vou respeitar o rodÃ­zio . Não vou pegar ônibus não vou pegar uber e não vou a pé. Não vou me arriscar a pegar coronavírus em meios de transporte. Não vou as multas... de onde tirou essa idieia estapafúrdias???;;
11319,@g1,@LidiaBrito62 @g1 Nem o corona quer esse infeliz kkk;;
"11329,@g1,""@g1 @g1  essa decisão é juridicamente legal? @brunocovas  está tirando as de pessoas do isolamento do seu carro pra ir para o coletivo. Como ir para o hospital com corona de ônibus, metrô, trem . Faz sentido??? Poderiam ter a sensatez e avaliar está  medida,por favor?@radiobandnewsfm""";;
"11330,@g1,""@g1 @g1  essa decisão é juridicamente legal? @brunocovas  está tirando as de pessoas do isolamento do seu carro pra ir para o coletivo. Como ir para o hospital com corona de ônibus, metrô, trem . Faz sentido??? Poderiam ter a sensatez e avaliar está  medida,por favor?@radiobandnewsfm""";;
"11331,@g1,""@Vieira_B @g1 No tocante a questão do coronavírus, está indo embora taokey?""";;
"11337,@g1,""@glorybarbosaTim @HMS298 @gustavorufus86 @g1 Aproveita, e faz uma â€œfesta do coronaâ€, como os retardados apoiadores do Trump estão fazendo...""";;
11350,@g1,@g1 4mil dessas 9 devem ter sido de outras doenças e colocaram na conta do corona!;;
11351,@g1,@MarciaEloy8 @g1 Verdade eu assisti na BBC no YouTube eles falaram sobre isso que não tem testes para ver se realmente as pessoas morreram de coronavírus como eles podem dizer que foi se não tem como fazer os testes;;
"11364,@g1,""@MastrogiovanniR @Seara1Seara @cornet1914 @talescopolla @g1 Não cara, o que quis dizer, é que se você utilizar o Uber, com janelas abertas, mãos limpas, míscara e todos os cuidados, a chance de você NÃO contrair o vírus é alta. O problema é ter muita gente uai, assim que vc pega o corona.""";;
"11373,@g1,""@El_Rafina @luciaazevedo @g1 Pandemia esta que por acaso superou a AIDS, Influenza, ou outras doenças? A AIDS passou uma década sendo considerado pandemia mundial, e por que logo no corona que vamos decretar lockdown? #ForaRepublica""";;
"11380,@g1,""@BrennOlimpio @PauloOl16714940 @balianbr @g1 Assim como disseram q meu irmão não estava com o corona, e estava""";;
11387,@g1,@g1 Capitão Corona;;
11415,@g1,@g1 Ã” coronavírus ğŸ¦  da uma voltinha por ali.;;
"11425,@g1,""@g1 Acaba, Corona""";;
"11459,@g1,""@Junior66288174 @brasiletube @g1 Querendo dizer que não há esse número de mortes , que corona é invenção para derrubar o governo .""";;
11464,@g1,@enfaseproducoes @g1 Os idosos são os que menos resistem ao coronavírus;;
11466,@g1,@g1 A 30 anos é assim !  Parem de por terror nas pessoas! TV Corona .;;
"11475,@g1,""@g1 Só faz cagada, menos carro, mais gente dentro do carro mais corona.""";;
11477,@g1,@g1 Vai corona.. sua chance.;;
"11483,@g1,""@lari_nevs @g1 Porraaa, matar o bolsonaro o corona n mata""";;
11494,@g1,@g1 o corona: https://t.co/oCrryjvtam;;
"11495,@g1,""@Cledsonbra @Luusuxx @VictorA48405315 @crfrick81 @g1 @jairbolsonaro E que os dados são falsos na pq há quem espalhe esse blablabla que morreu mais gente disso e daquilo que de corona";;
"As pessoas perdem até a preocupação de se cuidar qndo saem""";;
11511,@g1,@RaffaelloFazzi @g1 Esse vai morrer de burrice antes que de corona;;
"11512,@g1,""@g1 Nesse caso, Força corona.""";;
11525,@g1,@g1 os progenitores do corona no Brasil;;
"11538,@g1,""@g1 Empresários não estão preocupados com desemprego coisa nenhuma! Se assim fosse não teria cortes em época de crise financeira, no mais estão preocupados com a lapidação das suas fortunas pelo coronavírus e o medo de não conseguir recuperar o dinheiro.""";;
"11541,@g1,""@g1 Gente vamos pra rua, depois do corona, pq se nos for agora colocamos toda sociedade em risco é nossos familiares, como já está ACONTECENDO vamos mostrar q somos mais forte q ele é o exército""";;
11545,@g1,@g1 Além da aglomeração o que será que o capitão Corona está tramando? Boa coisa é que não é. #ImpeachmentdoBolsonaroURGENTE;;
"11556,@g1,""@DrikaNazi @gabrlevi @leonardoca98 @maxmacedova @g1 Amada? O problema todo é na afirmaçao que vocêS fazem em insistir chamar o Corona de """"virus chinês"""", não nego que o governo de Wuhan tem grande parte da responsabilidade no cenário mundial atual, mas você afirmar essa narrariva de virus chines dá mais voz pra pensamento xenobófi+""";;
11560,@g1,@g1 Vai Corona!;;
"11561,@g1,""@alexandresaulj @LauraMariaMarq2 @g1 Mas independente de qualquer coisa, a Argentina teve um modelo de sucesso no combate ao corona com pouco mais e 250 mortes no país inteiro. Nesse assunto podem falar o que quiserem, porque estão de fato cercando o vírus""";;
"11562,@g1,""@g1 Até quando vão nos enganar com esta porcaria de coronavírus.  Nosso País soy mostra União para o que não presta...Criei um grupo de Orientações, todos saí­ram...povo Gado sim...""";;
"11565,@g1,""@g1 Deveria mesmo, atualmente nossos políticos estão preocupados com cargos, poder, insultos, acusações, desvios, quem fez, quem não fez e por aí­ vai...afinal o """"lider"""" da nação classificou o coronavírus como uma """"gripesinha"""", """"resfriadosinho""""..";;
"Sorte ao povo, pois é o que esperamos""";;
"11566,@g1,""@chisk201 @Marcusviniii @daniel_gtfusion @Carluxoguloso @PohCaleb @pirllo21oficial @g1 Só não vai ser se o STF der um golpe.... mas aí­ tem q ver o q faremos..... pq, segundo as pesquisas, depois do corona e esse isolamento, todo fotógrafo, dona de buffet, autônomos de esquerda, viraram bolsonaristas raí­z. Acabei de sair de um grupo com uns 200 ou 300 assim. Ihh ğŸŠ""";;
"11569,@g1,""@g1 Nossa que ódio ter que ver isso do presidente da Argentina e ele ainda ter razão. A que ponto chegamos???? Além do corona ainda temos que aguentar sermão de argentino, reflitemos brasileiros""";;
"11575,@g1,""@Krl05594789 @bahiadedireita @g1 E eles conteram a pandemia do corona de maneira impressionante, principalmente pq foram a primeira nação a sofrer com isso""";;
"11578,@g1,""@ScorpionMeio @JoseanoP @g1 nem todas as mortes são de corona, que mente facil manipulada a sua hein""";;
"11582,@g1,""@Janete_Lee @g1 Meu, a mulher morre, e tem gente duvidando da morte dela, nem respeito na morte tem. Suspeito pq? O corona ta difundido demais, meu tio ta quase morrendo, esse virus ja esta em todo lugar""";;
"11583,@g1,""@g1 Com 90 anos!!! É só pegar uma gripezinha que morre , FAÇA ME O FAVOR, tudo agora é corona, corona, corona, corona....""";;
"11584,@g1,""@Fernand64753189 @fla_ag20 @CrevisonJony @Jadelimap @g1 Amado, ngm disse as outras doenças não existe, e ficar comparando uma com a outra NAO AJUDA EM NADA. Ajuda parar de falar bosta, se cuidar pra prevenir o corona, dengue e entre outros. Ignorancia viu""";;
"11587,@g1,""@kaahvieirareal @Be_njami_n @g1 Eu me antecipei e vi seu perfil. Vc retwitta osmar terra, que publica fake sobre lock down em outros países, que falou que o corona não mataria mais que 800 pessoas no BR, que refuta outros especialistas sem apresentar estudos. Marco Feliciano também... Por Deus, olha suas fontes""";;
11591,@g1,@OseiasCarvalh12 @lucasizidiio @balianbr @g1 Nao vem com esse papo de carnaval porque mesmo com mais de mil mortes por coronavírus o presidente ainda estava dizendo que não era grande coisa;;
"11593,@g1,""@JuarezJ34646028 @g1 Seu burro ele está falando sobre a contaminação de coronavírus , e aliís a Venezuela tem muito menos casos que o Brasil""";;
"11594,@g1,""@GarotaDaBrava @_feecamargo_ @TormentoEagonia @brunosiilva013 @g1 eu não culpo os trabalhadores, tanto que tô na mesma situação, tô quase pra ser demitida, o problema aqui são pessoas que saem mesmo podendo ficar em casa, achando que corona eh brincadeira""";;
11600,@g1,@g1 A minha pica pegou coronavírus;;
"11602,@g1,""@g1 Cadê os cientistas que não consegue uma vacina contra o coronavírus,""";;
"11610,@g1,""@Fernand64753189 @CrevisonJony @Jadelimap @g1 Jumento do caralho, quanto tempo dengue está entre nós comparado ao novo coronavirus? Vai tomar no seu cu! Se não cuidarmos, o corona só vai ajudar a dengue a ceifar mais vidas, seu merdinha do caralho!""";;
"11611,@g1,""@g1 @GloboNews @renataloprete @juliocroda @fiocruz Eu vi que existe mais de 300 cidades no Brasil com apenas um caso de coronavírus, como?";;
"Essas 300 pessoas de 300 cidades diferentes não tem família não tem trabalho, não tem amigos, consegui me explicar algum perito no assunto.""";;
"11622,@g1,""@g1 Pronto! Ponto para os corona lovers! 90 anos, se não existisse esse caos, as pessoas continuariam morrendo de tantos outros males que matam. Mas agora só existe o covid!!!!!""";;
"11623,@g1,""@g1 A minha tia tem 85 anos, pegou o coronga foi internada por alguns dias já está em casa e passa muito bem, fora o fato dela ter Alzheimer! Agora nessa porra aqui tudo é coronavírus?! VTNC""";;
11624,@g1,@Janete_Lee @Josinei23451914 @alcindoluccas @g1 Daí­ quem morre por corona não importa? Sua égua burra!;;
"11633,@g1,""@g1 muito que bem, aliís Piaui é um dos estados que tem menor índice de corona do Nordeste""";;
"11636,@g1,""@jvfernandes1990 @crfrick81 @g1 @jairbolsonaro a galera que segue e apoia o Bolsonaro não morre com o coronavírus pq já estão mortos por dentro, é a única explicação pra tanto desprezo pela vida de outras pessoas pqp""";;
"11640,@g1,""@g1 ğŸ‘ğŸ¼ğŸ‘ğŸ¼ğŸ‘ğŸ¼ mas tomem cuidado, o presidente é contra defender as pessoas do corona""";;
"11641,@g1,""@g1 Pelo menos o corona e a seleção natural vão dar um jeito de sumir com esses sulistas nazistas né, por que ninguém aguenta mais essa gente""";;
"11642,@g1,""@Regina48469107 @g1 @vandoroque O nome do vírus é Corona, não chinês. Primeiro ponto para começar a conversa. Usar essa expressão é muito indelicado. Segundo ponto considerando que os políticos são uma parcela bem pequena da sociedade, com recursos para fazer isolamento, acesso a saúde, não me admira...""";;
11643,@g1,@MBlair03 @g1 Raquete mata corona. Vende lá no calçadão. Nunca viu?;;
11648,@g1,@GabriielJales @Jadelimap @g1 Não existe mais suicídio esqueceu? só o corona.;;
"11649,@g1,""@g1 Ctz que não foi corona, mas essa vai pra conta né...""";;
11655,@g1,@cianeaymme @Janete_Lee @leonfbr @g1 corona faça o que for preciso;;
"11657,@g1,""@g1 Corona fazendo sua parte. O povo quer, então toma!""";;
"11662,@g1,""@IgorSantosCunh1 @esclerozada @g1 Não acabou amigo, só que não estamos em tempos â€œnormaisâ€, é uma PANDEMIA, PANDEMIA. Logo você verá mais mortes em decorrência do corona pq é uma PANDEMIA""";;
11663,@g1,@LincolnPompeu @g1 Covid 19 é a mesma coisa que coronavírus!;;
"11666,@g1,""@PEDRONEVESP @maliaakjkkkj @jvfernandes1990 @crfrick81 @g1 @jairbolsonaro O que ele fez? Ele se previne e busca mostrar que a prevenção combate o coronavírus? Eu moro em Brasília seu animal, ele anda por aqui cumprimentando as pessoas e pondo senhores em risco... como PR ele não faz MAIS QUE A PORRA DA OBRIGAÇÃO FUNCIONAL DELE, e ainda faz errado.""";;
"11668,@g1,""@g1 Acabou , não existe outra causa para  morte no  Brasil. Não existe pneumonia, insuficiência respiratória, gripe comum,câncer, diabetes, hipertensão, nada mais. Só o corona mata no Brasil.""";;
11673,@g1,@g1 Daisy lúcidi de 90 anos morreu com coronavírus ? Ela não estava em quarentena ? falam em enfermagem e médicos ( agradeço e respeito ) e o pessoal da limpeza em hospitais ? Seguranças e etc . São imunes ou só celebridades são contaminados ?;;
"11674,@g1,""@Janete_Lee @g1 Ore pra vc e ninguém da sua família morrer de Corona, aí­ vc vai sentir na pele o q é tristeza.""";;
"11678,@g1,""@crfrick81 @g1 @jairbolsonaro Filho, gripe mata mais que corona. ";;
;;
"E isso não é torcida política. É um FATO irrefutável.""";;
11680,@g1,@g1 Tanta frescura pra mostrar um exame de Corona... mas mostrar o saco de merda é tranquilo quando um marketing convém. https://t.co/p3b1Y41TlV;;
"11681,@g1,""@g1 Estamos no meio de uma PANDEMIA de CORONAVÍRUS e ainda vem gente dizer """"Só MoRrE gEnTe PoR cOvId AgOrA""""";;
;;
"Ora, ora. Vcs achavam que ia acontecer o quê??""";;
"11682,@g1,""@g1 Que falta de noção com 90 anos a pessoa morre ,quer colocar culpa em corona ,que absurdo @AMendoncaAGU""";;
11683,@g1,@g1 Com todo respeito a família. Mas quer dizer que com noventa anos foi o Corona que matou isto já tá sendo um abuso;;
11684,@g1,@g1 O ultimo q vcs falaram q era corona qndo foi ver msm era infecção;;
"11703,@g1,""@g1 @asma_nao_corona Caralho que surpresa, jamais imaginei que isso poderia vim acontecer, nossa !!!""";;
11712,@g1,@g1 Ta errado a noticia. Foi o coronavírus que contrariu bolsonaro;;
11714,@g1,@g1 onde esta a vergonha na cara de todos o jornalistas que falam de coronavírus?;;
11740,@g1,@g1 Pra que pegar corona se eu posso dar rolê no shopping ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ¤™ğŸ¤™ğŸ¤™ğŸ¤™;;
"11751,@g1,""@g1 Agora fudeu pá todo mundo né , 3 guerra mundial , fogo na floresta sei lá das quanta , terremoto , coronavírus agora essa poha de vespa""";;
"11753,@g1,""@g1 Vamos a informações que talvez muita gente não entenda: a quarentena serve para as pessoas não pegarem corona tudo juntas pros hospitais não entrarem em colapso, as pessoas vão pegar uma hora ou outra. SC msm triplicando os casos, os hospitais continuam ociosos.""";;
"11754,@g1,""@rafaelzm16 @rony1895 @reginaldop @g1 a questão é... Ele não entendeu que a morte possível pelo corona não vai ser nada comparado com o caos econômico e distúrbio da massa desempregada, que afeta realmente TODA população... O vírus a gente trata, a miséria ... Até hoje tem gente na fome. Eis a balança com o bom senso""";;
11770,@g1,@g1 pfvr reúna soh os tops artistas do mundo para uma regravação de we ar the word do coronavírus em live no final do fantístico #globo;;
"11782,@g1,""@g1 Morreram 58mil soldados americanos na Guerra do Vietnã em +/- 6 anos.. o coronavírus  MATOU 72mil em apenas 3 meses... realmente estamos vivendo uma guerra meus amigos... Chegando aos 10mil mortos no Brasil, e você saindo de casa indo para ir em festa....""";;
"11783,@g1,""@CulturaEssencia @DyegoBelisario @g1 Verdade? Bolsonaro agora é médico?";;
" Pergunta ao STF q deu poderes aos governadores e prefeitos pra decidirem sobre o combate ao coronavírus em seus estados.""";;
"11785,@g1,""@Gabrielapsa @g1 Infelizmente nem eh mais teoria de conspiraçao, conspiraçao eh achar q isso veio de uma feira da china, como eles disseram. Sugiro o video da epoch times sobre o corona, tem no youtube.""";;
"11791,@g1,""@jornalnacional @g1 70 mil assassinatos por ano: silêncio. Estamos com verba pública.";;
"8 mil por corona em maio: meu deus pau no Presidente!""";;
11794,@g1,@g1 Cada hora essa porcaria de coronavírus triplica em algum lugar do país. Se for assim;;
11805,@g1,@luizfgoms @saojustiniano @Falcaoo9_ @g1 Esse cara assiste o Sbt? Ele não viu as reportagens do Cabrini sobre o Corona?;;
"11813,@g1,""@g1 Responda pelos seus atos. Sabia o que estava fazendo quando fez o fake. Com este ato colocou vidas em risco, pq alguém com certeza acreditou que as mortes por causa do corona eram mentira, e foram para as ruas, não se cuidaram e colocaram a vidas de seus familiares em risco tb.""";;
"11819,@g1,""@badb0rn @g1 Mas é só uma gripezinha, o coronavírus foi inventado pela China juntamente com a travesti Pabllo Vittar e o PT pra derrubar nosso capitão!!!!!""";;
"11824,@g1,""@fabioguenze @g1 @lhmandetta Ué, mas se ele não servia para ministro porq o plano de contenção dele para o coronavírus iria servir?""";;
11829,@g1,@g1 Corona que se cuide.;;
11845,@g1,@g1 So o bozo que não tem corona. Ele é um X-men gente;;
"11854,@g1,""@juniorfarias90 @g1 Agora tu pega o impacto de Desinteria no sistema de saude e compara com o impacto do Corona";;
;;
"FILHO DA PUTA BURRO""";;
11870,@g1,@g1 Todo mundo em volta tem contágio por coronavírus. Só a bailarina que não tem.;;
"11877,@g1,""@g1 Caralho! Até hoje essa palhaçada? EU QUERO SABER É DE OUTRAS COISAS: o auxilio prometido pro povo que não sai direito, medidas mais eficientes pra combater o corona, postura de presidente, postura de presidente, postura de gente! Esse projeto de homem é uma vergonha!""";;
"11887,@g1,""@Luky22abbott @_jeffaugusto @g1 Wow, o ministério postou o números de curados, agora o coronavírus acabou, você percebeu a sua lógica?""";;
"11893,@g1,""@g1 Um mês pra dar uma canetada????? Ah, estava preocupado em demitir o ministro da saúde e da justiça... porque o coronavírus é só uma gripizinha... lamentável!!!""";;
11900,@g1,@g1 Pode por essas e outras mortes causadas pelo coronavírus na conta desse asqueroso. #ForaBolsonaro https://t.co/mkahZXLx98;;
"11906,@g1,""@Pidgeotbrasil @felipe22bfr @g1 na verdade as pessoas que morreram ontem e hj por corona ja eram confirmadas e internadas. As outras pessoas que entrarão (ou SERÁo uma subnotificação) vão ser testadas ainda pra depois de mais 10 dias entrar nas estatisticas. Não estamos no ápice ainda, então VOCÚ QUE ESTUDE!""";;
"11915,@g1,""@TenHenrique @g1 É uma publicação sobre o coronavírus, não outras coisas, e mais , comprove sobre os caixões vazios, pois, todos até agora foram comprovadamente confirmados como fake, e esse número vem do governo não de alguém aleatório. Ademais, pense, é grátis.""";;
"11917,@g1,""@TheusPSouza @g1 Sempre existiu Corona...teve um pandemia de Sars em 2003 que é um tipo de corona, e agora Covid-19 que é o Sars-CoV2""";;
"11921,@g1,""@FerrariXavie @g1 VC deve estar confundindo, os exames é que demoram aprox. 15 dias para serem apurados, quem morre e tem corona , é considerado morte pelo virus, e quem morre por insuficiencia respiratoria , e feito um teste";;
;;
"Cuidado para nao compartilhas mentiras !""";;
"11927,@g1,""@Mateusaad @FernandoRLorenz @g1 Eu fico em choque com as comparações ";;
"Ou então â€œMorre mais gente de câncerâ€ tipo as vidas mortas por corona não importam ????""";;
11942,@g1,@g1 Corona faça o que for preciso;;
"11943,@g1,""@g1 A vacina pro corona vem do biruleibe, certeza! Todo mundo ao redor dele pega, menos ele, loucura demais""";;
11956,@g1,@g1 O presidente é impressionante. É uma fábrica dos vírus CORONA. https://t.co/vuu3a8iX1R;;
11961,@g1,@g1 Reparou que nenhum Deus do Supremo Excremento de Lixo federal pegou o Corona ? Um monte de velho caquético que fariam o favor ao país de morrer logo!;;
11963,@g1,@g1 Capitão Corona ataca mais uma vez.;;
11965,@g1,@g1 o principal agente transmissor do coronavírus é o presidente;;
11968,@g1,@g1 O bolsonaro Tb contraiu coronavírus.;;
"11969,@g1,""@g1 No Brasil, a pandemia do vírus corona ameaça sair do controle. O simples motivo: Presidente Jair Bolsonaro. Na noite de domingo, o chefe de Estado de extrema direita da maior nação da América Latina contradiz seu próprio ministro da Saúde. Isso alertou para multidões. Bolsonaro https://t.co/Th6ukRtufS""";;
"11970,@g1,""@g1 Não podemos mais sair de casa, é corona víros, bandidos, polícia, inabitável esse mundo ğŸ˜£""";;
"12006,@g1,""@g1 Isso é sinal de aumento da demanda, todo mundo voltando pra rua e o corona comendo solto""";;
"12022,@g1,""@denisepazzz @g1 Espero que um parente ou você morra de coronavírus, amém""";;
12028,@g1,@g1 Porque a imprensa não informa que mais de 90% dos mortos de corona são pessoas obesas? É uma informação tão importante que a imprensa ignora. Qual seria o motivo? https://t.co/9MpZ5yTLjw;;
12032,@g1,@juniorfarias90 @g1 Ainda assim em proporção. Corona mata muito mais em dois meses que desinteria.;;
12035,@g1,@JefinhoMenes @SinceroCor @g1 Depois do coronavírus até queda de lage está sendo enterrado por Covid-19. Ou você não viu isso também?;;
"12040,@g1,""@PresidentDrack @g1 Isso é hipocrisia. Se de fato fosse por causa do coronavírus, o presidente e futuro presidiário não fazia aglomeração todo dia. Cala a boca bem aí­ crl""";;
12042,@g1,@juniorfarias90 @g1 Disse certo. Desinteira mata isso em um ano. Corona matou em dois meses.;;
"12045,@g1,""@jornalnacional @g1 O mal de vcs @RedeGlobo vírus e que até morte por acidente vcs falam que é coronavírus , devem fazer uma matéria real não propagar o caos no Brasil""";;
12046,@g1,@g1 Que bom que durante o carnaval com milhões nas ruas o Corona estava dormindo! Imagina se esse vírus estivesse circulando por ai! https://t.co/DuSFDfoQaK;;
"12053,@g1,""@umatoaqualquer7 @senoritoricky @atomiclarity @Bartnoporco @g1 E vc que não sabe nem como funciona um jornal. Eu fico me perguntando, como esse povo acha que a Globo tá lucrando com a crise se ela depende do mercado de propaganda? Se as empresas estão sendo prejudicadas pelo Corona, automaticamente eles estão sendo prejudicados também.""";;
"12056,@g1,""@marquinjr03 @Lean_oliv @g1 Meu deus, o que tem a ver o carnaval com o coronavírus kkk""";;
"12058,@g1,""@abelcardoso8 @g1 esse aí­ pode não ter corona, mas a esclerose já tá batendo""";;
"12059,@g1,""@umatoaqualquer7 @g1 Eh mesmo, fãs do """"mito"""" espalham fake news, falam que eh apenas uma gripezinha,  fazem aglomeracoes, do jeito que o corona gosta.""";;
12066,@g1,@g1 PORQUÚ 72 HORAS? a conivência da justiça está no tempo que dá a esses canalhas. Foi assim com o exame do coronavírus que NUNCA NINGUÉM VERÃ.;;
"12067,@g1,""@g1 Bem vindo a realidade da terra tupiniquim.";;
"Não seria o corona q mudaria esse fato. A falta de serviços bísicos e saneamento sempre são temas das campanhas políticas desse país.""";;
"12079,@g1,""@g1 e ele vai enrolar, xingar meia dúzia de palavrões e não vai acontecer nada.";;
"espero que uma vespa assassina ou o corona faça seu trabalho, já que a facada não deu.""";;
"12082,@g1,""@g1 Quando acabarem as 72 h, eles prolongam o prazo até o povo esquecer, como fizeram com o teste do coronavírus.""";;
12095,@g1,@Deeercy @g1 Corona vairus;;
"12104,@g1,""@g1 Concordo que ninguém deveria ficar sujeito a pegar corona nestas cadeias imundas.Solta a bichinha,deixa vender os bolinhos dela""";;
"12105,@g1,""@g1 Quantas faltam??";;
Primeira praga - alecrim ;;
Segunda - laranjinha ;;
Terceira - bananinha ;;
Quarta - tonho da lua;;
"Quinta - corona""";;
"12113,@g1,""@g1 Desculpem, matei uma abelha pensando que era a vespa assassina. Aqui em casa não entra nem o corona nem vespa.  Kkkkk https://t.co/ejEM129fwt""";;
12124,@g1,@g1 Pra melhorar tudo só falta o mosquito da dengue começar a infectar pessoas com coronavírus. aí­ nem isolamento funcionará xD;;
"12144,@g1,""@g1 Coitado do corona, tenho até pena.""";;
"12145,@g1,""@g1 Corona, entrego em suas mãos.""";;
12147,@g1,@g1 Vai corona ğŸ˜‰;;
"12168,@g1,""@g1 Como se não bastasse o coronavírus, o presidente vírus, agora temos as vespas vírus""";;
12173,@g1,@g1 Bolsominion e muito gado gado mesmo. Fala mal mas não deita de assistir a @RedeGlobo . Muda de canal querido... pega corona e morre peste. Vai ser melhor para todos nós. Bjs;;
12182,@g1,@g1 só o que faltava mesmo nessa altura do campeonato corona me leve imediatamente;;
12189,@g1,@g1 @Lucasmelos_  podia esperar o corona sumir ne KKKKKKKKK;;
12191,@g1,@gcomentarios @g1 Vão ter que voltar de Corona...;;
12192,@g1,@g1 Vão ter que voltar de Corona...;;
12193,@g1,@g1 Força corona;;
12194,@g1,@g1 @Kkau_Barreto não bastava o corona né;;
"12200,@g1,""@g1 ah tmnc vespa, espera sua vez chegar carai, o corona nem foi embora ainda""";;
"12202,@g1,""@g1 Serviço essencial ... Filas nas loterias para jogar, correndo risco te de pegar corona.""";;
"12209,@g1,""@g1 ah pronto. Se sobreviver ao corona, ainda tem que aguentar essas mariposa homicida tnc""";;
"12216,@g1,""@g1 Me ajudem a entender, estão soltando Bandido por conta do coronavírus, e querem prender cidadão por conta do coronavírus ?""";;
12220,@g1,@g1 Peninha.....do corona.;;
12224,@g1,@g1 E se a vespa pegar uma pessoa com corona?;;
12226,@g1,@g1 corona faça o seu trabalho;;
"12231,@g1,""@g1 Ninguém morre mais de outra doença, só foi coronavírus, cadê aquelas pessoas que viviam nos corredores de hospital,foram todos cuidados""";;
12233,@g1,@g1 Já não basta o corona agora são as vespas gigantes;;
"12236,@g1,""@g1 Será um sinal ??? Um bom sinal !!!               O Corona tá acabando e já apareceu outra coisa,  pra deixar a gente em casa mais um pouco.""";;
"12238,@g1,""@g1 Queridas, esperem pelo menos o Corona ir embora.""";;
"12239,@g1,""@g1 corona, vai com tudo!""";;
"12240,@g1,""@g1 @AliceGobbiBR é corona";;
;;
e agora isso? puta merda em..;;
;;
"é pra acabar mesmo""";;
12247,@g1,@g1 Será q agora vão esquecer o corona?;;
"12259,@g1,""@dbanzato @g1 """"Brasil registra 600 mortes"""" ";;
;;
"E de fato foram 600 mortes registradas hoje por causa do coronavírus. Mesmo sendo mortes retroativas, elas só foram registradas hoje!""";;
"12268,@g1,""@g1 Caralho, já não basta o corona?""";;
"12277,@g1,""@g1 Primeiro o @MelimOficial , depois Corona e agora Vespas assasinas? A humanidade não aguenta Jeová""";;
12283,@g1,@g1 Kkjkkk se não morrer pelo corona vai morrer pelas vespas;;
"12287,@g1,""@g1 Mal acabou o corona, já vem outra desgraça pra apavorar o povo, alguns seres humanos é um câncer na vida da gente só Deus pra afastar essas pessoas pra bem longe.""";;
12289,@g1,@g1 Primeiro acha vacina pro corona depois vem essa ? Caralho além de mascara vamo ter que andar com roupa de proteção;;
12290,@g1,@g1 @LadyLuGaga então amiga acho que prefiro Corona.;;
"12294,@g1,""@g1 Agora pronto viu, não morrer de corona e morrer assasinada por vespas""";;
12300,@g1,@Opif_Pires @g1 Que arquivo é para baixar? pq o corona não ta baixando aqui não;;
"12302,@g1,""@Inter_desde1988 @g1 Em 24 horas, Brasil REGISTRA 600 mortes por coronavírus, se você não soube interpretar o título da matéria, o problema não é sensacionalismo""";;
"12314,@g1,""@g1 Avisa Ã   eles que grana no bolso não é certeza de ficar curado do coronavírus não, o camisa 10 da Juventus já testou positivo pela quarta vez.""";;
12318,@g1,@Lean_oliv @g1 o corona n pega numa desgraça dessa...;;
"12320,@g1,""@g1 será que todas essas complicações decorrentes do corona,não ocorriam na China?As informações eram de algo semelhante a uma gripe. Omitiram ou desconheciam?""";;
12330,@g1,@Uchoapereira @g1 Então porque ele não mostrou ainda o exame negativo do Corona? Se fosse tão honesto nem precisaria desse escândalo todo que teve em cima dele.;;
"12335,@g1,""@g1 Acredito aqui enteravam 30 por dia e passa pra 250 . Logo quando tem uma pandemia de um vírus respiratório que parou o mundo, Qual poderia ser a causa? DENGUE, CAIXÃO DE PEDRAS OU CORONA.""";;
12336,@g1,@g1 Agora o corona tá fudido;;
12354,@g1,@g1 Quando as primeiras notícias do novo corona começaram a chegar os comentários foram exatamente como os que estão aqui. Mau  sinal.;;
"12358,@g1,""@g1 Parece que teremos companhias pro Corona......., o futuro promete!";;
"https://t.co/kcxFMoTa77""";;
12366,@g1,@g1 @RedeGlobo A culpa é da #GloboLixo que ajuda maus políticos matarem a população pra roubar nosso dinheiro. É a CORONA ESPERANÇA https://t.co/QK05ZpLd5s;;
"12378,@g1,""@g1 Contradizendo o Nobel francês que descobriu o HIV, que afirma que o corona foi feito em laboratório sim.""";;
"12381,@g1,""@Donzoao @g1 Não foi isso. Segundo a ciência, o mais provável foi q um outro animal, tão especulando q foi o Pangolim, se contaminou com o vírus, por meio das fezes do morcego ou de outra fonte de coronavírus, e entrou em cadeia humano através do consumo desse animal, não foi o morcego""";;
